Occupations,year,race,Gender,County,NumEmp
Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,Male,"Queens County, New York",4248
Health diagnosing and treating practitioners and other technical occupations,2015,White Alone,Male,"Richmond County, New York",2389
Health technologists and technicians,2015,White Alone,Male,"Bronx County, New York",618
Health technologists and technicians,2015,White Alone,Male,"Kings County, New York",1644
Health technologists and technicians,2015,White Alone,Male,"New York County, New York",677
Health technologists and technicians,2015,White Alone,Male,"Queens County, New York",2009
Health technologists and technicians,2015,White Alone,Male,"Richmond County, New York",750
Healthcare support occupations,2015,White Alone,Male,"Bronx County, New York",633
Healthcare support occupations,2015,White Alone,Male,"Kings County, New York",2302
Healthcare support occupations,2015,White Alone,Male,"New York County, New York",1183
Healthcare support occupations,2015,White Alone,Male,"Queens County, New York",2480
Healthcare support occupations,2015,White Alone,Male,"Richmond County, New York",196
"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,Male,"Bronx County, New York",2520
"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,Male,"Kings County, New York",3079
"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,Male,"New York County, New York",1649
"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,Male,"Queens County, New York",5597
"Fire fighting and prevention, and other protective service workers including supervisors",2015,White Alone,Male,"Richmond County, New York",2769
Law enforcement workers including supervisors,2015,White Alone,Male,"Bronx County, New York",1306
Law enforcement workers including supervisors,2015,White Alone,Male,"Kings County, New York",2468
Law enforcement workers including supervisors,2015,White Alone,Male,"New York County, New York",1116
Law enforcement workers including supervisors,2015,White Alone,Male,"Queens County, New York",3685
Law enforcement workers including supervisors,2015,White Alone,Male,"Richmond County, New York",2461
Food preparation and serving related occupations,2015,White Alone,Male,"Bronx County, New York",4629
Food preparation and serving related occupations,2015,White Alone,Male,"Kings County, New York",16697
Food preparation and serving related occupations,2015,White Alone,Male,"New York County, New York",7668
Food preparation and serving related occupations,2015,White Alone,Male,"Queens County, New York",25207
Food preparation and serving related occupations,2015,White Alone,Male,"Richmond County, New York",2608
Building and grounds cleaning and maintenance occupations,2015,White Alone,Male,"Bronx County, New York",4096
Building and grounds cleaning and maintenance occupations,2015,White Alone,Male,"Kings County, New York",7758
Building and grounds cleaning and maintenance occupations,2015,White Alone,Male,"New York County, New York",3644
Building and grounds cleaning and maintenance occupations,2015,White Alone,Male,"Queens County, New York",10825
Building and grounds cleaning and maintenance occupations,2015,White Alone,Male,"Richmond County, New York",2950
Personal care and service occupations,2015,White Alone,Male,"Bronx County, New York",1833
Personal care and service occupations,2015,White Alone,Male,"Kings County, New York",5260
Personal care and service occupations,2015,White Alone,Male,"New York County, New York",3837
Personal care and service occupations,2015,White Alone,Male,"Queens County, New York",7387
Personal care and service occupations,2015,White Alone,Male,"Richmond County, New York",1827
Sales and related occupations,2015,White Alone,Male,"Bronx County, New York",5750
Sales and related occupations,2015,White Alone,Male,"Kings County, New York",30349
Sales and related occupations,2015,White Alone,Male,"New York County, New York",39058
Sales and related occupations,2015,White Alone,Male,"Queens County, New York",19610
Sales and related occupations,2015,White Alone,Male,"Richmond County, New York",8361
Office and administrative support occupations,2015,White Alone,Male,"Bronx County, New York",5454
Office and administrative support occupations,2015,White Alone,Male,"Kings County, New York",20868
Office and administrative support occupations,2015,White Alone,Male,"New York County, New York",14162
Office and administrative support occupations,2015,White Alone,Male,"Queens County, New York",17470
Office and administrative support occupations,2015,White Alone,Male,"Richmond County, New York",7872
"Farming, fishing, and forestry occupations",2015,White Alone,Male,"Bronx County, New York",300
"Farming, fishing, and forestry occupations",2015,White Alone,Male,"Kings County, New York",216
"Farming, fishing, and forestry occupations",2015,White Alone,Male,"New York County, New York",113
"Farming, fishing, and forestry occupations",2015,White Alone,Male,"Queens County, New York",596
"Farming, fishing, and forestry occupations",2015,White Alone,Male,"Richmond County, New York",0
Construction and extraction occupations,2015,White Alone,Male,"Bronx County, New York",5638
Construction and extraction occupations,2015,White Alone,Male,"Kings County, New York",21410
Construction and extraction occupations,2015,White Alone,Male,"New York County, New York",2713
Construction and extraction occupations,2015,White Alone,Male,"Queens County, New York",28903
Construction and extraction occupations,2015,White Alone,Male,"Richmond County, New York",11407
"Installation, maintenance, and repair occupations",2015,White Alone,Male,"Bronx County, New York",3680
"Installation, maintenance, and repair occupations",2015,White Alone,Male,"Kings County, New York",8787
"Installation, maintenance, and repair occupations",2015,White Alone,Male,"New York County, New York",3749
"Installation, maintenance, and repair occupations",2015,White Alone,Male,"Queens County, New York",9063
"Installation, maintenance, and repair occupations",2015,White Alone,Male,"Richmond County, New York",5602
Production occupations,2015,White Alone,Male,"Bronx County, New York",2554
Production occupations,2015,White Alone,Male,"Kings County, New York",9604
Production occupations,2015,White Alone,Male,"New York County, New York",2003
Production occupations,2015,White Alone,Male,"Queens County, New York",10976
Production occupations,2015,White Alone,Male,"Richmond County, New York",1732
