,Label,"Bronx County, New York","Kings County, New York","New York County, New York","Queens County, New York","Richmond County, New York",race,year
4112,Building and grounds cleaning and maintenance occupations_Male,5632.0,6400,3986.0,10822,1988.0,White Alone,2016
4113,Personal care and service occupations_Male,2802.0,5414,4637.0,7154,1917.0,White Alone,2016
4114,Sales and office occupations:_Male,14138.0,54306,56844.0,40783,14846.0,White Alone,2016
4115,Sales and related occupations_Male,7619.0,33140,41518.0,24040,8151.0,White Alone,2016
4116,Office and administrative support occupations_Male,6519.0,21166,15326.0,16743,6695.0,White Alone,2016
4117,"Natural resources, construction, and maintenance occupations:_Male",9114.0,25605,5656.0,41779,15984.0,White Alone,2016
4118,"Farming, fishing, and forestry occupations_Male",118.0,255,0.0,348,77.0,White Alone,2016
4119,Construction and extraction occupations_Male,6062.0,18149,3598.0,31852,11883.0,White Alone,2016
4120,"Installation, maintenance, and repair occupations_Male",2934.0,7201,2058.0,9579,4024.0,White Alone,2016
4121,"Production, transportation, and material moving occupations:_Male",8060.0,27362,8048.0,31798,11622.0,White Alone,2016
4122,Production occupations_Male,1741.0,7843,2260.0,7705,2524.0,White Alone,2016
4123,Transportation occupations_Male,4708.0,15189,4888.0,19878,6688.0,White Alone,2016
4124,Material moving occupations_Male,1611.0,4330,900.0,4215,2410.0,White Alone,2016
4125,Female:_Female,57903.0,259907,276093.0,207613,72263.0,White Alone,2016
4126,"Management, business, science, and arts occupations:_Female",20915.0,148014,194148.0,91557,35377.0,White Alone,2016
4127,"Management, business, and financial occupations:_Female",7316.0,47993,86774.0,32876,8409.0,White Alone,2016
4128,Management occupations_Female,4532.0,31962,54029.0,21151,5221.0,White Alone,2016
4129,Business and financial operations occupations_Female,2784.0,16031,32745.0,11725,3188.0,White Alone,2016
4130,"Computer, engineering, and science occupations:_Female",1237.0,10697,13258.0,5020,1528.0,White Alone,2016
4131,Computer and mathematical occupations_Female,781.0,5350,5340.0,2055,582.0,White Alone,2016
4132,Architecture and engineering occupations_Female,53.0,2062,874.0,923,427.0,White Alone,2016
4133,"Life, physical, and social science occupations_Female",403.0,3285,7044.0,2042,519.0,White Alone,2016
4134,"Education, legal, community service, arts, and media occupations:_Female",9719.0,73326,74938.0,40052,16843.0,White Alone,2016
4135,Community and social service occupations_Female,1631.0,6897,6059.0,5374,1857.0,White Alone,2016
4136,Legal occupations_Female,1223.0,7510,14734.0,3396,1687.0,White Alone,2016
4137,"Education, training, and library occupations_Female",5413.0,31140,24037.0,24060,11937.0,White Alone,2016
4138,"Arts, design, entertainment, sports, and media occupations_Female",1452.0,27779,30108.0,7222,1362.0,White Alone,2016
4139,Healthcare practitioners and technical occupations:_Female,2643.0,15998,19178.0,13609,8597.0,White Alone,2016
4140,Health diagnosing and treating practitioners and other technical occupations_Female,2128.0,12252,17627.0,10422,6185.0,White Alone,2016
4141,Health technologists and technicians_Female,515.0,3746,1551.0,3187,2412.0,White Alone,2016
4142,Service occupations:_Female,17229.0,44413,25622.0,49824,12693.0,White Alone,2016
4143,Healthcare support occupations_Female,4457.0,15308,5681.0,9227,3350.0,White Alone,2016
4144,Protective service occupations:_Female,639.0,1720,476.0,1260,1164.0,White Alone,2016
4145,"Fire fighting and prevention, and other protective service workers including supervisors_Female",252.0,1376,430.0,635,608.0,White Alone,2016
4146,Law enforcement workers including supervisors_Female,387.0,344,46.0,625,556.0,White Alone,2016
4147,Food preparation and serving related occupations_Female,2767.0,9788,7251.0,10236,1758.0,White Alone,2016
4148,Building and grounds cleaning and maintenance occupations_Female,4295.0,6298,2529.0,15362,2103.0,White Alone,2016
4149,Personal care and service occupations_Female,5071.0,11299,9685.0,13739,4318.0,White Alone,2016
4150,Sales and office occupations:_Female,16037.0,60754,53232.0,57627,22995.0,White Alone,2016
4151,Sales and related occupations_Female,5164.0,21032,26305.0,18772,7575.0,White Alone,2016
4152,Office and administrative support occupations_Female,10873.0,39722,26927.0,38855,15420.0,White Alone,2016
4153,"Natural resources, construction, and maintenance occupations:_Female",461.0,1155,354.0,1631,342.0,White Alone,2016
4154,"Farming, fishing, and forestry occupations_Female",0.0,292,0.0,116,0.0,White Alone,2016
4155,Construction and extraction occupations_Female,249.0,602,300.0,852,288.0,White Alone,2016
4156,"Installation, maintenance, and repair occupations_Female",212.0,261,54.0,663,54.0,White Alone,2016
4157,"Production, transportation, and material moving occupations:_Female",3261.0,5571,2737.0,6974,856.0,White Alone,2016
4158,Production occupations_Female,1777.0,3489,2022.0,4167,282.0,White Alone,2016
4159,Transportation occupations_Female,947.0,1130,412.0,1487,456.0,White Alone,2016
4160,Material moving occupations_Female,537.0,952,303.0,1320,118.0,White Alone,2016
4161,Total:,133561.0,568939,570654.0,440319,163869.0,White Alone,2017
4162,Male:,69146.0,301226,294716.0,238420,88033.0,White Alone,2017
4163,"Management, business, science, and arts occupations:_Male",21648.0,159330,208776.0,87471,31670.0,White Alone,2017
4164,"Management, business, and financial occupations:_Male",8696.0,62572,105708.0,40178,14763.0,White Alone,2017
4165,Management occupations_Male,5837.0,46781,69065.0,25530,9866.0,White Alone,2017
4166,Business and financial operations occupations_Male,2859.0,15791,36643.0,14648,4897.0,White Alone,2017
4167,"Computer, engineering, and science occupations:_Male",2666.0,23866,26237.0,15025,6277.0,White Alone,2017
4168,Computer and mathematical occupations_Male,1437.0,16002,15644.0,10165,3578.0,White Alone,2017
4169,Architecture and engineering occupations_Male,940.0,5902,4604.0,3777,2427.0,White Alone,2017
4170,"Life, physical, and social science occupations_Male",289.0,1962,5989.0,1083,272.0,White Alone,2017
4171,"Education, legal, community service, arts, and media occupations:_Male",7737.0,64942,64618.0,25279,7971.0,White Alone,2017
4172,Community and social service occupations_Male,1422.0,2580,2945.0,2966,784.0,White Alone,2017
4173,Legal occupations_Male,679.0,10185,17652.0,3340,1676.0,White Alone,2017
4174,"Education, training, and library occupations_Male",3278.0,16884,15463.0,9783,3762.0,White Alone,2017
4175,"Arts, design, entertainment, sports, and media occupations_Male",2358.0,35293,28558.0,9190,1749.0,White Alone,2017
4176,Healthcare practitioners and technical occupations:_Male,2549.0,7950,12213.0,6989,2659.0,White Alone,2017
4177,Health diagnosing and treating practitioners and other technical occupations_Male,1657.0,6289,10470.0,4394,1860.0,White Alone,2017
4178,Health technologists and technicians_Male,892.0,1661,1743.0,2595,799.0,White Alone,2017
4179,Service occupations:_Male,14563.0,35601,21158.0,43381,16263.0,White Alone,2017
4180,Healthcare support occupations_Male,742.0,2597,644.0,1121,1009.0,White Alone,2017
4181,Protective service occupations:_Male,2415.0,4637,2813.0,8545,8424.0,White Alone,2017
4182,"Fire fighting and prevention, and other protective service workers including supervisors_Male",1515.0,2352,1908.0,4595,3477.0,White Alone,2017
4183,Law enforcement workers including supervisors_Male,900.0,2285,905.0,3950,4947.0,White Alone,2017
4184,Food preparation and serving related occupations_Male,4847.0,14814,10057.0,15645,2918.0,White Alone,2017
4185,Building and grounds cleaning and maintenance occupations_Male,4196.0,7562,1922.0,10480,2880.0,White Alone,2017
4186,Personal care and service occupations_Male,2363.0,5991,5722.0,7590,1032.0,White Alone,2017
4187,Sales and office occupations:_Male,13332.0,51308,47260.0,37267,13457.0,White Alone,2017
4188,Sales and related occupations_Male,5354.0,29658,32732.0,19853,6770.0,White Alone,2017
4189,Office and administrative support occupations_Male,7978.0,21650,14528.0,17414,6687.0,White Alone,2017
4190,"Natural resources, construction, and maintenance occupations:_Male",9700.0,27048,8583.0,37816,14306.0,White Alone,2017
4191,"Farming, fishing, and forestry occupations_Male",0.0,360,146.0,190,9.0,White Alone,2017
4192,Construction and extraction occupations_Male,6431.0,19927,4821.0,26382,10734.0,White Alone,2017
4193,"Installation, maintenance, and repair occupations_Male",3269.0,6761,3616.0,11244,3563.0,White Alone,2017
4194,"Production, transportation, and material moving occupations:_Male",9903.0,27939,8939.0,32485,12337.0,White Alone,2017
4195,Production occupations_Male,3200.0,6875,3489.0,7335,2724.0,White Alone,2017
4196,Transportation occupations_Male,3721.0,17261,4036.0,17907,6206.0,White Alone,2017
4197,Material moving occupations_Male,2982.0,3803,1414.0,7243,3407.0,White Alone,2017
4198,Female:_Female,64415.0,267713,275938.0,201899,75836.0,White Alone,2017
4199,"Management, business, science, and arts occupations:_Female",24988.0,157429,189801.0,93380,37856.0,White Alone,2017
4200,"Management, business, and financial occupations:_Female",8339.0,52270,77081.0,32927,10661.0,White Alone,2017
4201,Management occupations_Female,5113.0,34188,45248.0,19668,6642.0,White Alone,2017
4202,Business and financial operations occupations_Female,3226.0,18082,31833.0,13259,4019.0,White Alone,2017
4203,"Computer, engineering, and science occupations:_Female",1615.0,11926,14522.0,4368,1282.0,White Alone,2017
4204,Computer and mathematical occupations_Female,545.0,5168,6148.0,2323,751.0,White Alone,2017
4205,Architecture and engineering occupations_Female,339.0,2774,2588.0,859,74.0,White Alone,2017
4206,"Life, physical, and social science occupations_Female",731.0,3984,5786.0,1186,457.0,White Alone,2017
4207,"Education, legal, community service, arts, and media occupations:_Female",11562.0,76558,77244.0,40994,17622.0,White Alone,2017
4208,Community and social service occupations_Female,3041.0,7334,6302.0,5694,2403.0,White Alone,2017
4209,Legal occupations_Female,668.0,7032,14320.0,4070,1030.0,White Alone,2017
4210,"Education, training, and library occupations_Female",6479.0,33062,21852.0,23100,12628.0,White Alone,2017
4211,"Arts, design, entertainment, sports, and media occupations_Female",1374.0,29130,34770.0,8130,1561.0,White Alone,2017
4212,Healthcare practitioners and technical occupations:_Female,3472.0,16675,20954.0,15091,8291.0,White Alone,2017
4213,Health diagnosing and treating practitioners and other technical occupations_Female,2040.0,12835,19455.0,11050,5615.0,White Alone,2017
4214,Health technologists and technicians_Female,1432.0,3840,1499.0,4041,2676.0,White Alone,2017
4215,Service occupations:_Female,18532.0,42994,27486.0,46210,12422.0,White Alone,2017
4216,Healthcare support occupations_Female,5243.0,13603,3628.0,8680,3549.0,White Alone,2017
4217,Protective service occupations:_Female,1726.0,2380,666.0,1901,1029.0,White Alone,2017
4218,"Fire fighting and prevention, and other protective service workers including supervisors_Female",1332.0,1563,374.0,947,309.0,White Alone,2017
4219,Law enforcement workers including supervisors_Female,394.0,817,292.0,954,720.0,White Alone,2017
4220,Food preparation and serving related occupations_Female,2878.0,8590,7738.0,9268,2508.0,White Alone,2017
4221,Building and grounds cleaning and maintenance occupations_Female,3566.0,6075,3222.0,12586,1840.0,White Alone,2017
4222,Personal care and service occupations_Female,5119.0,12346,12232.0,13775,3496.0,White Alone,2017
4223,Sales and office occupations:_Female,17147.0,60087,54569.0,54234,23870.0,White Alone,2017
4224,Sales and related occupations_Female,3930.0,21037,28849.0,16463,7605.0,White Alone,2017
4225,Office and administrative support occupations_Female,13217.0,39050,25720.0,37771,16265.0,White Alone,2017
4226,"Natural resources, construction, and maintenance occupations:_Female",446.0,1045,851.0,920,390.0,White Alone,2017
4227,"Farming, fishing, and forestry occupations_Female",139.0,147,0.0,193,0.0,White Alone,2017
4228,Construction and extraction occupations_Female,250.0,744,631.0,435,306.0,White Alone,2017
4229,"Installation, maintenance, and repair occupations_Female",57.0,154,220.0,292,84.0,White Alone,2017
4230,"Production, transportation, and material moving occupations:_Female",3302.0,6158,3231.0,7155,1298.0,White Alone,2017
4231,Production occupations_Female,1163.0,3896,2102.0,4299,553.0,White Alone,2017
4232,Transportation occupations_Female,1461.0,1098,470.0,1509,575.0,White Alone,2017
4233,Material moving occupations_Female,678.0,1164,659.0,1347,170.0,White Alone,2017
4234,Total:,129841.0,570966,561722.0,419447,159588.0,White Alone,2018
4235,Male:,63916.0,298122,284921.0,227478,85651.0,White Alone,2018
4236,"Management, business, science, and arts occupations:_Male",19615.0,160828,201737.0,83676,27748.0,White Alone,2018
4237,"Management, business, and financial occupations:_Male",7563.0,60299,98394.0,41024,12997.0,White Alone,2018
4238,Management occupations_Male,5558.0,40169,59396.0,27877,7845.0,White Alone,2018
4239,Business and financial operations occupations_Male,2005.0,20130,38998.0,13147,5152.0,White Alone,2018
4240,"Computer, engineering, and science occupations:_Male",3760.0,28362,30341.0,14170,5139.0,White Alone,2018
4241,Computer and mathematical occupations_Male,2854.0,19970,20055.0,8051,3491.0,White Alone,2018
4242,Architecture and engineering occupations_Male,248.0,5965,3979.0,5195,1313.0,White Alone,2018
4243,"Life, physical, and social science occupations_Male",658.0,2427,6307.0,924,335.0,White Alone,2018
4244,"Education, legal, community service, arts, and media occupations:_Male",6801.0,64308,60164.0,23721,7678.0,White Alone,2018
4245,Community and social service occupations_Male,1345.0,3743,2546.0,2210,991.0,White Alone,2018
4246,Legal occupations_Male,855.0,8834,17158.0,4439,885.0,White Alone,2018
4247,"Education, training, and library occupations_Male",2077.0,19015,14504.0,7925,4190.0,White Alone,2018
4248,"Arts, design, entertainment, sports, and media occupations_Male",2524.0,32716,25956.0,9147,1612.0,White Alone,2018
4249,Healthcare practitioners and technical occupations:_Male,1491.0,7859,12838.0,4761,1934.0,White Alone,2018
4250,Health diagnosing and treating practitioners and other technical occupations_Male,697.0,5723,11432.0,3478,1550.0,White Alone,2018
4251,Health technologists and technicians_Male,794.0,2136,1406.0,1283,384.0,White Alone,2018
